epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
364,10820.856514024556,10820.856514024556,11282.919533621478,11282.919533621478
365,10936.503912938784,10936.503912938784,11632.373810156494,11632.373810156494
366,10982.769298358695,10982.769298358695,11864.43964314728,11864.43964314728
367,10914.587678408117,10914.587678408117,11354.140339510526,11354.140339510526
368,10721.454170882627,10721.454170882627,12315.165389311565,12315.165389311565
369,10657.520124727584,10657.520124727584,12302.741993221221,12302.741993221221
370,11250.517205377297,11250.517205377297,13293.201624280044,13293.201624280044
371,10762.145469199973,10762.145469199973,11342.86070150753,11342.86070150753
372,10995.578610848965,10995.578610848965,11792.769732217563,11792.769732217563
373,10958.767936887065,10958.767936887065,11272.525971029052,11272.525971029052
374,11062.676929288606,11062.676929288606,11817.595306054443,11817.595306054443
375,10882.26185982254,10882.26185982254,11554.190293175494,11554.190293175494
376,10717.867424039734,10717.867424039734,11502.598380766949,11502.598380766949
377,10860.239848857798,10860.239848857798,11645.136973835908,11645.136973835908
378,10688.438151548393,10688.438151548393,11478.314081289403,11478.314081289403
379,10802.278844773991,10802.278844773991,13330.049392415161,13330.049392415161
380,11004.993130010507,11004.993130010507,11888.782999725152,11888.782999725152
381,11010.296786525627,11010.296786525627,11459.132534611417,11459.132534611417
382,10853.008913717116,10853.008913717116,11630.044725772008,11630.044725772008
383,10760.181438137259,10760.181438137259,13153.797981689757,13153.797981689757
384,10839.369295987215,10839.369295987215,11553.93794297994,11553.93794297994
385,10696.028904669014,10696.028904669014,11442.251476397105,11442.251476397105
386,10842.315060284189,10842.315060284189,12520.352714795104,12520.352714795104
387,10668.341189107741,10668.341189107741,11806.32927972739,11806.32927972739
388,10818.109651976474,10818.109651976474,11390.614132245777,11390.614132245777
389,10744.07345805281,10744.07345805281,11375.216515946062,11375.216515946062
390,10729.915628283585,10729.915628283585,11628.74198835665,11628.74198835665
391,10717.768882741964,10717.768882741964,12675.278647454857,12675.278647454857
392,11306.444540857527,11306.444540857527,11493.087687833224,11493.087687833224
393,10827.096960312403,10827.096960312403,12049.742138854297,12049.742138854297
394,10873.111042331491,10873.111042331491,12129.609130859375,12129.609130859375
395,10908.541540390528,10908.541540390528,13980.449182873794,13980.449182873794
396,10717.254154343089,10717.254154343089,12794.063148508036,12794.063148508036
397,10840.093227058685,10840.093227058685,11282.319694091493,11282.319694091493
398,10708.21753446548,10708.21753446548,14436.073045780471,14436.073045780471
399,10901.164390250427,10901.164390250427,11462.969591570672,11462.969591570672
